610,0
640,0
649,0
654,0
665,0
666,0
677,0
680,0
682,0
686,0
688,0
688,0
690,0
695,0
696,0
696,0
698,0
699,0
701,0
701,0
705,0
706,0
708,0
709,0
709,0
709,0
711,0
712,0
713,0
717,0
718,0
720,0
721,0
723,0
723,0
726,0
726,0
727,0
727,0
728,0
728,0
730,0
733,0
734,0
734,0
735,0
735,0
736,0
737,0
738,0
738,0
740,0
740,0
741,0
742,0
743,0
743,0
744,0
744,0
745,0
745,0
745,0
745,0
746,0
747,0
747,0
748,0
749,0
749,0
750,0
750,0
752,0
753,0
753,0
756,0
756,0
756,0
757,0
757,0
757,0
757,0
758,0
758,0
758,0
760,0
760,0
760,0
761,0
762,0
762,0
763,0
763,0
763,0
764,0
764,0
765,0
765,0
766,0
766,0
766,0
767,1
768,1
768,1
768,1
768,1
769,1
769,1
770,1
770,1
770,1
770,1
770,1
770,1
771,1
771,1
771,1
771,1
771,1
771,1
773,1
773,1
773,1
773,1
773,1
773,1
773,1
773,1
774,1
775,1
775,1
775,1
776,1
776,1
776,1
776,1
777,1
777,1
777,1
777,1
777,1
777,1
777,1
778,1
778,1
778,1
778,1
778,1
778,1
778,1
778,1
778,1
779,1
779,1
780,1
780,1
780,1
780,1
781,1
781,1
781,1
781,1
781,1
781,1
783,1
783,1
783,1
783,1
783,1
783,1
783,1
784,1
784,1
784,1
784,1
784,1
784,1
785,1
785,1
785,1
785,1
785,1
785,1
785,1
786,1
786,1
786,1
786,1
786,1
786,1
786,1
787,1
787,1
787,1
788,1
788,1
788,1
788,1
789,1
789,1
789,1
789,2
789,2
790,2
790,2
791,2
791,2
791,2
791,2
792,2
792,2
792,2
792,2
793,2
793,2
793,2
793,2
794,2
794,2
794,2
794,2
794,2
795,2
795,2
795,2
795,2
796,2
796,2
796,2
796,2
796,2
796,2
796,2
797,2
797,2
797,2
797,2
798,2
798,2
798,2
798,2
798,2
798,2
798,2
798,2
799,2
799,2
799,2
799,2
799,2
800,2
800,2
800,2
800,2
800,2
800,2
800,2
800,2
800,2
801,2
801,2
801,2
801,2
801,2
802,2
802,2
802,2
802,2
803,2
803,2
803,2
803,2
803,2
804,2
804,2
804,2
805,2
805,2
805,2
805,2
805,2
805,2
805,2
806,2
806,2
806,2
806,2
806,2
806,2
807,2
807,2
807,2
807,2
807,2
807,2
807,2
807,2
808,2
808,2
808,2
808,2
808,3
808,3
