0,0
3,0
5,0
6,0
7,0
11,0
14,0
16,0
17,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
27,0
28,0
36,0
44,0
45,0
49,0
54,0
57,0
61,0
62,0
65,0
68,0
69,0
70,0
71,0
73,0
77,0
78,0
79,0
80,0
83,0
89,0
94,0
96,0
100,0
103,0
104,0
106,0
107,0
112,0
113,0
114,0
115,0
116,0
119,0
121,0
122,0
123,0
126,0
128,0
129,0
130,0
132,0
134,0
135,0
136,0
138,0
141,0
144,0
145,0
146,0
148,0
151,0
153,0
154,0
155,0
158,0
159,0
161,0
162,0
163,0
165,0
166,0
168,0
169,0
171,0
172,0
173,0
174,0
177,0
182,0
183,0
185,0
186,0
188,0
189,0
190,0
191,0
193,0
195,0
196,0
198,0
199,0
202,0
203,1
204,1
207,1
208,1
209,1
210,1
212,1
217,1
218,1
220,1
221,1
223,1
225,1
226,1
227,1
228,1
229,1
232,1
233,1
238,1
239,1
241,1
242,1
243,1
245,1
246,1
248,1
250,1
252,1
253,1
254,1
255,1
256,1
258,1
259,1
261,1
263,1
265,1
267,1
270,1
271,1
272,1
273,1
274,1
275,1
277,1
278,1
279,1
280,1
281,1
282,1
289,1
292,1
293,1
294,1
296,1
297,1
298,1
299,1
300,1
301,1
303,1
309,1
312,1
313,1
315,1
316,1
317,1
318,1
320,1
321,1
322,1
323,1
327,1
329,1
332,1
333,1
339,1
340,1
341,1
343,1
344,1
349,1
352,1
353,1
355,1
357,1
358,1
360,1
361,1
364,1
370,1
374,1
376,1
378,1
379,1
380,1
381,1
382,1
383,1
386,2
387,2
388,2
389,2
390,2
391,2
392,2
395,2
396,2
397,2
399,2
401,2
405,2
408,2
410,2
412,2
418,2
419,2
423,2
426,2
429,2
430,2
432,2
433,2
435,2
436,2
437,2
443,2
444,2
445,2
446,2
447,2
450,2
451,2
452,2
453,2
455,2
456,2
459,2
460,2
461,2
462,2
463,2
466,2
467,2
468,2
471,2
472,2
474,2
476,2
480,2
483,2
484,2
485,2
486,2
487,2
488,2
489,2
490,2
492,2
493,2
495,2
496,2
498,2
500,2
503,2
504,2
506,2
507,2
510,2
512,2
515,2
518,2
519,2
520,2
522,2
524,2
526,2
527,2
528,2
529,2
531,2
532,2
534,2
536,2
539,2
541,2
542,2
546,2
548,2
549,2
551,2
554,2
557,2
559,2
564,2
565,2
566,2
572,2
577,2
579,3
580,3
581,3
582,3
583,3
585,3
591,3
593,3
594,3
595,3
600,3
601,3
604,3
605,3
606,3
610,3
611,3
613,3
614,3
616,3
617,3
618,3
619,3
621,3
622,3
623,3
625,3
629,3
631,3
635,3
636,3
638,3
639,3
641,3
645,3
649,3
650,3
652,3
656,3
659,3
660,3
662,3
665,3
666,3
667,3
669,3
670,3
672,3
673,3
675,3
677,3
678,3
680,3
681,3
682,3
683,3
697,3
698,3
699,3
700,3
706,3
708,3
711,3
712,3
714,3
717,3
718,3
720,3
724,3
725,3
726,3
727,3
729,3
731,3
732,3
734,3
735,3
737,3
738,3
741,3
742,3
743,3
744,3
745,3
746,3
748,3
749,3
750,3
752,3
753,3
754,3
760,3
761,3
762,3
763,3
767,3
768,3
769,3
770,3
772,3
774,4
775,4
777,4
778,4
779,4
783,4
792,4
794,4
797,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
813,4
815,4
816,4
817,4
820,4
822,4
823,4
824,4
826,4
828,4
829,4
835,4
836,4
839,4
840,4
841,4
842,4
843,4
844,4
847,4
848,4
849,4
851,4
852,4
854,4
855,4
858,4
861,4
862,4
863,4
866,4
867,4
868,4
870,4
872,4
876,4
877,4
879,4
882,4
887,4
888,4
889,4
891,4
893,4
894,4
895,4
897,4
898,4
900,4
902,4
904,4
905,4
907,4
909,4
913,4
914,4
917,4
918,4
920,4
923,4
928,4
930,4
933,4
934,4
936,4
938,4
946,4
951,4
952,4
953,4
957,4
958,4
961,4
962,4
966,4
967,4
969,4
971,4
975,4
978,4
980,4
981,4
982,4
983,4
986,5
990,5
994,5
995,5
996,5
999,5
1000,5
1002,5
1004,5
1005,5
1006,5
1008,5
1010,5
1011,5
1014,5
1015,5
1021,5
1022,5
1024,5
1025,5
1026,5
1027,5
1037,5
1041,5
1042,5
1043,5
1044,5
1046,5
1047,5
1050,5
1052,5
1054,5
1060,5
1061,5
1062,5
1065,5
1068,5
1071,5
1072,5
1073,5
1078,5
1079,5
1088,5
1089,5
1093,5
1094,5
1097,5
1102,5
1104,5
1106,5
1107,5
1109,5
1110,5
1116,5
1118,5
1120,5
1121,5
1122,5
1124,5
1125,5
1126,5
1127,5
1128,5
1130,5
1131,5
1133,5
1137,5
1138,5
1140,5
1141,5
1145,5
1147,5
1149,5
1150,5
1153,5
1154,5
1156,5
1157,5
1159,5
1160,5
1161,5
1162,5
1163,5
1164,5
1172,5
1173,5
1174,5
1175,5
1176,5
1181,5
1182,5
1184,5
1185,5
1186,5
1189,5
1190,5
1191,5
1193,5
1194,5
1196,5
